name, repeat, time, slow_prob, transf, fvc, depth, inv_depth, rate
inc, 1, 1, 0.500000, elim, 1, 16, 1, 358.109726
orig, 1, 1, 0.500000, move, 1, 16, 1, 139.512467
inc, 1, 1, 0.500000, move, 1, 16, 1, 233.963114
orig, 1, 1, 0.750000, id, 1, 16, -1, 136.731698
inc, 1, 1, 0.750000, id, 1, 16, -1, 5743856.463878
einc, 1, 1, 0.750000, id, 1, 16, -1, 259050.834920
orig, 1, 1, 0.750000, add, 1, 16, 1, 144.345398
inc, 1, 1, 0.750000, add, 1, 16, 1, 3122.561239
orig, 1, 1, 0.750000, elim, 1, 16, 1, 379.755325
inc, 1, 1, 0.750000, elim, 1, 16, 1, 356.933711
orig, 1, 1, 0.750000, move, 1, 16, 1, 138.424333
inc, 1, 1, 0.750000, move, 1, 16, 1, 233.883987
orig, 1, 1, 0.900000, id, 1, 16, -1, 139.078084
inc, 1, 1, 0.900000, id, 1, 16, -1, 5803249.807969
einc, 1, 1, 0.900000, id, 1, 16, -1, 259535.969816
orig, 1, 1, 0.900000, add, 1, 16, 1, 146.220596
inc, 1, 1, 0.900000, add, 1, 16, 1, 3121.739493
orig, 1, 1, 0.900000, elim, 1, 16, 1, 376.740665
inc, 1, 1, 0.900000, elim, 1, 16, 1, 355.280052
orig, 1, 1, 0.900000, move, 1, 16, 1, 139.257943
inc, 1, 1, 0.900000, move, 1, 16, 1, 172.967013
orig, 1, 1, 1.000000, id, 1, 16, -1, 124.297828
inc, 1, 1, 1.000000, id, 1, 16, -1, 5330434.360120
einc, 1, 1, 1.000000, id, 1, 16, -1, 223881.767356
orig, 1, 1, 1.000000, add, 1, 16, 1, 132.434455
inc, 1, 1, 1.000000, add, 1, 16, 1, 2652.147810
orig, 1, 1, 1.000000, elim, 1, 16, 1, 299.688657
inc, 1, 1, 1.000000, elim, 1, 16, 1, 258.740553
orig, 1, 1, 1.000000, move, 1, 16, 1, 104.452908
inc, 1, 1, 1.000000, move, 1, 16, 1, 192.966492
orig, 1, 1, 0.000000, id, 1024, 12, -1, 995.997219
inc, 1, 1, 0.000000, id, 1024, 12, -1, 6071.467997
einc, 1, 1, 0.000000, id, 1024, 12, -1, 989.187471
orig, 1, 1, 0.000000, add, 1024, 12, 1, 1098.277274
inc, 1, 1, 0.000000, add, 1024, 12, 1, 1210.052865
orig, 1, 1, 0.000000, elim, 1024, 12, 1, 2332.515303
inc, 1, 1, 0.000000, elim, 1024, 12, 1, 3016.342184
orig, 1, 1, 0.000000, move, 1024, 12, 1, 1130.634368
inc, 1, 1, 0.000000, move, 1024, 12, 1, 1358.354851
orig, 1, 1, 0.500000, id, 1024, 12, -1, 978.519763
inc, 1, 1, 0.500000, id, 1024, 12, -1, 6057.111277
einc, 1, 1, 0.500000, id, 1024, 12, -1, 1106.240085
orig, 1, 1, 0.500000, add, 1024, 12, 1, 1039.224886
inc, 1, 1, 0.500000, add, 1024, 12, 1, 1165.751393
orig, 1, 1, 0.500000, elim, 1024, 12, 1, 2278.299539
inc, 1, 1, 0.500000, elim, 1024, 12, 1, 2904.356719
orig, 1, 1, 0.500000, move, 1024, 12, 1, 1027.720105
inc, 1, 1, 0.500000, move, 1024, 12, 1, 1024.323722
orig, 1, 1, 0.750000, id, 1024, 12, -1, 907.794312
inc, 1, 1, 0.750000, id, 1024, 12, -1, 4615.143416
einc, 1, 1, 0.750000, id, 1024, 12, -1, 783.830798
orig, 1, 1, 0.750000, add, 1024, 12, 1, 958.190875
inc, 1, 1, 0.750000, add, 1024, 12, 1, 1161.720362
orig, 1, 1, 0.750000, elim, 1024, 12, 1, 2320.158755
inc, 1, 1, 0.750000, elim, 1024, 12, 1, 2942.905437
orig, 1, 1, 0.750000, move, 1024, 12, 1, 1028.124989
inc, 1, 1, 0.750000, move, 1024, 12, 1, 1392.785949
orig, 1, 1, 0.900000, id, 1024, 12, -1, 1128.181946
inc, 1, 1, 0.900000, id, 1024, 12, -1, 6808.032343
einc, 1, 1, 0.900000, id, 1024, 12, -1, 1103.550095
orig, 1, 1, 0.900000, add, 1024, 12, 1, 1122.633011
inc, 1, 1, 0.900000, add, 1024, 12, 1, 1230.019256
orig, 1, 1, 0.900000, elim, 1024, 12, 1, 2339.796047
inc, 1, 1, 0.900000, elim, 1024, 12, 1, 3034.312853
orig, 1, 1, 0.900000, move, 1024, 12, 1, 1126.034774
inc, 1, 1, 0.900000, move, 1024, 12, 1, 1395.158837
orig, 1, 1, 1.000000, id, 1024, 12, -1, 1049.246512
inc, 1, 1, 1.000000, id, 1024, 12, -1, 6981.053925
einc, 1, 1, 1.000000, id, 1024, 12, -1, 1187.126865
orig, 1, 1, 1.000000, add, 1024, 12, 1, 1122.669179
inc, 1, 1, 1.000000, add, 1024, 12, 1, 1172.759440
orig, 1, 1, 1.000000, elim, 1024, 12, 1, 2171.651472
inc, 1, 1, 1.000000, elim, 1024, 12, 1, 2690.324295
orig, 1, 1, 1.000000, move, 1024, 12, 1, 1115.009784
inc, 1, 1, 1.000000, move, 1024, 12, 1, 1412.526965
orig, 1, 1, 0.000000, id, 1024, 14, -1, 262.183973
inc, 1, 1, 0.000000, id, 1024, 14, -1, 6956.801130
einc, 1, 1, 0.000000, id, 1024, 14, -1, 703.228156
orig, 1, 1, 0.000000, add, 1024, 14, 1, 261.403865
inc, 1, 1, 0.000000, add, 1024, 14, 1, 841.442164
orig, 1, 1, 0.000000, elim, 1024, 14, 1, 535.224021
inc, 1, 1, 0.000000, elim, 1024, 14, 1, 1253.729387
orig, 1, 1, 0.000000, move, 1024, 14, 1, 263.134982
inc, 1, 1, 0.000000, move, 1024, 14, 1, 635.929127
orig, 1, 1, 0.500000, id, 1024, 14, -1, 193.048918
inc, 1, 1, 0.500000, id, 1024, 14, -1, 6180.254262
einc, 1, 1, 0.500000, id, 1024, 14, -1, 763.531712
orig, 1, 1, 0.500000, add, 1024, 14, 1, 260.668334
inc, 1, 1, 0.500000, add, 1024, 14, 1, 836.420342
orig, 1, 1, 0.500000, elim, 1024, 14, 1, 522.389929
inc, 1, 1, 0.500000, elim, 1024, 14, 1, 1218.379435
orig, 1, 1, 0.500000, move, 1024, 14, 1, 233.946823
inc, 1, 1, 0.500000, move, 1024, 14, 1, 565.025046
orig, 1, 1, 0.750000, id, 1024, 14, -1, 251.567053
inc, 1, 1, 0.750000, id, 1024, 14, -1, 6013.622249
einc, 1, 1, 0.750000, id, 1024, 14, -1, 791.349936
orig, 1, 1, 0.750000, add, 1024, 14, 1, 262.049710
inc, 1, 1, 0.750000, add, 1024, 14, 1, 847.151547
orig, 1, 1, 0.750000, elim, 1024, 14, 1, 488.983191
inc, 1, 1, 0.750000, elim, 1024, 14, 1, 1089.263403
orig, 1, 1, 0.750000, move, 1024, 14, 1, 215.326614
inc, 1, 1, 0.750000, move, 1024, 14, 1, 586.881735
orig, 1, 1, 0.900000, id, 1024, 14, -1, 242.442159
inc, 1, 1, 0.900000, id, 1024, 14, -1, 6163.091471
einc, 1, 1, 0.900000, id, 1024, 14, -1, 662.011452
orig, 1, 1, 0.900000, add, 1024, 14, 1, 242.290627
inc, 1, 1, 0.900000, add, 1024, 14, 1, 718.371975
orig, 1, 1, 0.900000, elim, 1024, 14, 1, 536.432722
inc, 1, 1, 0.900000, elim, 1024, 14, 1, 1272.339529
orig, 1, 1, 0.900000, move, 1024, 14, 1, 260.698559
inc, 1, 1, 0.900000, move, 1024, 14, 1, 636.191423
orig, 1, 1, 1.000000, id, 1024, 14, -1, 260.868216
inc, 1, 1, 1.000000, id, 1024, 14, -1, 6984.281562
einc, 1, 1, 1.000000, id, 1024, 14, -1, 801.865887
orig, 1, 1, 1.000000, add, 1024, 14, 1, 260.534417
inc, 1, 1, 1.000000, add, 1024, 14, 1, 854.092120
orig, 1, 1, 1.000000, elim, 1024, 14, 1, 500.148047
inc, 1, 1, 1.000000, elim, 1024, 14, 1, 1083.632055
orig, 1, 1, 1.000000, move, 1024, 14, 1, 187.897766
inc, 1, 1, 1.000000, move, 1024, 14, 1, 595.841142
orig, 1, 1, 0.000000, id, 1024, 16, -1, 44.065692
inc, 1, 1, 0.000000, id, 1024, 16, -1, 6414.075781
einc, 1, 1, 0.000000, id, 1024, 16, -1, 543.762497
orig, 1, 1, 0.000000, add, 1024, 16, 1, 40.163763
inc, 1, 1, 0.000000, add, 1024, 16, 1, 499.495529
orig, 1, 1, 0.000000, elim, 1024, 16, 1, 111.023456
inc, 1, 1, 0.000000, elim, 1024, 16, 1, 259.391383
orig, 1, 1, 0.000000, move, 1024, 16, 1, 43.896081
inc, 1, 1, 0.000000, move, 1024, 16, 1, 160.645875
orig, 1, 1, 0.500000, id, 1024, 16, -1, 48.492479
inc, 1, 1, 0.500000, id, 1024, 16, -1, 6636.885289
einc, 1, 1, 0.500000, id, 1024, 16, -1, 627.340069
orig, 1, 1, 0.500000, add, 1024, 16, 1, 49.766147
inc, 1, 1, 0.500000, add, 1024, 16, 1, 482.083495
orig, 1, 1, 0.500000, elim, 1024, 16, 1, 99.627620
inc, 1, 1, 0.500000, elim, 1024, 16, 1, 202.856253
orig, 1, 1, 0.500000, move, 1024, 16, 1, 45.738604
inc, 1, 1, 0.500000, move, 1024, 16, 1, 148.981812
orig, 1, 1, 0.750000, id, 1024, 16, -1, 48.641554
inc, 1, 1, 0.750000, id, 1024, 16, -1, 6848.927431
einc, 1, 1, 0.750000, id, 1024, 16, -1, 544.228523
orig, 1, 1, 0.750000, add, 1024, 16, 1, 46.332844
inc, 1, 1, 0.750000, add, 1024, 16, 1, 456.278976
orig, 1, 1, 0.750000, elim, 1024, 16, 1, 104.257478
inc, 1, 1, 0.750000, elim, 1024, 16, 1, 172.007077
orig, 1, 1, 0.750000, move, 1024, 16, 1, 40.147744
inc, 1, 1, 0.750000, move, 1024, 16, 1, 147.193384
orig, 1, 1, 0.900000, id, 1024, 16, -1, 33.522578
inc, 1, 1, 0.900000, id, 1024, 16, -1, 6255.736661
einc, 1, 1, 0.900000, id, 1024, 16, -1, 554.811624
orig, 1, 1, 0.900000, add, 1024, 16, 1, 37.802197
inc, 1, 1, 0.900000, add, 1024, 16, 1, 415.600422
orig, 1, 1, 0.900000, elim, 1024, 16, 1, 105.447994
inc, 1, 1, 0.900000, elim, 1024, 16, 1, 259.945628
orig, 1, 1, 0.900000, move, 1024, 16, 1, 49.721739
inc, 1, 1, 0.900000, move, 1024, 16, 1, 166.530634
orig, 1, 1, 1.000000, id, 1024, 16, -1, 40.293550
inc, 1, 1, 1.000000, id, 1024, 16, -1, 6793.313996
einc, 1, 1, 1.000000, id, 1024, 16, -1, 613.853189
orig, 1, 1, 1.000000, add, 1024, 16, 1, 47.416892
inc, 1, 1, 1.000000, add, 1024, 16, 1, 479.797427
orig, 1, 1, 1.000000, elim, 1024, 16, 1, 105.441875
inc, 1, 1, 1.000000, elim, 1024, 16, 1, 229.161644
orig, 1, 1, 1.000000, move, 1024, 16, 1, 48.085442
inc, 1, 1, 1.000000, move, 1024, 16, 1, 167.932544
orig, 1, 1, 0.000000, id, 4096, 14, -1, 229.510756
inc, 1, 1, 0.000000, id, 4096, 14, -1, 1611.961109
einc, 1, 1, 0.000000, id, 4096, 14, -1, 258.677651
orig, 1, 1, 0.000000, add, 4096, 14, 1, 227.121271
inc, 1, 1, 0.000000, add, 4096, 14, 1, 246.675405
orig, 1, 1, 0.000000, elim, 4096, 14, 1, 451.897280
inc, 1, 1, 0.000000, elim, 4096, 14, 1, 288.420310
orig, 1, 1, 0.000000, move, 4096, 14, 1, 131.362094
inc, 1, 1, 0.000000, move, 4096, 14, 1, 231.348222
orig, 1, 1, 0.500000, id, 4096, 14, -1, 152.014819
inc, 1, 1, 0.500000, id, 4096, 14, -1, 1351.356477
einc, 1, 1, 0.500000, id, 4096, 14, -1, 257.140426
orig, 1, 1, 0.500000, add, 4096, 14, 1, 204.148825
inc, 1, 1, 0.500000, add, 4096, 14, 1, 237.909692
orig, 1, 1, 0.500000, elim, 4096, 14, 1, 453.732773
inc, 1, 1, 0.500000, elim, 4096, 14, 1, 590.579254
orig, 1, 1, 0.500000, move, 4096, 14, 1, 190.023998
inc, 1, 1, 0.500000, move, 4096, 14, 1, 253.345995
orig, 1, 1, 0.750000, id, 4096, 14, -1, 199.401210
inc, 1, 1, 0.750000, id, 4096, 14, -1, 1440.134352
einc, 1, 1, 0.750000, id, 4096, 14, -1, 242.671934
orig, 1, 1, 0.750000, add, 4096, 14, 1, 228.100647
inc, 1, 1, 0.750000, add, 4096, 14, 1, 246.311664
orig, 1, 1, 0.750000, elim, 4096, 14, 1, 409.122900
inc, 1, 1, 0.750000, elim, 4096, 14, 1, 502.542989
orig, 1, 1, 0.750000, move, 4096, 14, 1, 165.965874
inc, 1, 1, 0.750000, move, 4096, 14, 1, 239.128416
orig, 1, 1, 0.900000, id, 4096, 14, -1, 145.994127
inc, 1, 1, 0.900000, id, 4096, 14, -1, 1260.842458
einc, 1, 1, 0.900000, id, 4096, 14, -1, 236.106172
orig, 1, 1, 0.900000, add, 4096, 14, 1, 214.788065
inc, 1, 1, 0.900000, add, 4096, 14, 1, 245.017573
orig, 1, 1, 0.900000, elim, 4096, 14, 1, 437.055668
inc, 1, 1, 0.900000, elim, 4096, 14, 1, 671.345295
orig, 1, 1, 0.900000, move, 4096, 14, 1, 224.576469
inc, 1, 1, 0.900000, move, 4096, 14, 1, 282.598806
orig, 1, 1, 1.000000, id, 4096, 14, -1, 219.899038
inc, 1, 1, 1.000000, id, 4096, 14, -1, 1613.489310
einc, 1, 1, 1.000000, id, 4096, 14, -1, 257.570638
orig, 1, 1, 1.000000, add, 4096, 14, 1, 228.299114
inc, 1, 1, 1.000000, add, 4096, 14, 1, 267.682132
orig, 1, 1, 1.000000, elim, 4096, 14, 1, 479.541896
inc, 1, 1, 1.000000, elim, 4096, 14, 1, 694.833512
orig, 1, 1, 1.000000, move, 4096, 14, 1, 228.369241
inc, 1, 1, 1.000000, move, 4096, 14, 1, 312.172665
orig, 1, 1, 0.000000, id, 4096, 16, -1, 43.941619
inc, 1, 1, 0.000000, id, 4096, 16, -1, 1468.993456
einc, 1, 1, 0.000000, id, 4096, 16, -1, 164.546645
orig, 1, 1, 0.000000, add, 4096, 16, 1, 43.281058
inc, 1, 1, 0.000000, add, 4096, 16, 1, 133.526659
orig, 1, 1, 0.000000, elim, 4096, 16, 1, 73.541152
inc, 1, 1, 0.000000, elim, 4096, 16, 1, 164.796928
orig, 1, 1, 0.000000, move, 4096, 16, 1, 40.281408
inc, 1, 1, 0.000000, move, 4096, 16, 1, 95.360267
orig, 1, 1, 0.500000, id, 4096, 16, -1, 38.130065
inc, 1, 1, 0.500000, id, 4096, 16, -1, 1402.351463
